StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,Volume,HOMO,LsoluHsolv,LUMO,LsolvHsolu,N_atoms,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,1_2_amine,3_ring,4_ring,5_ring,6_ring,7_ring,8_ring,acidic_hydroxyl,alcohol,aldehyde,alkene,alkyne,amide,aromatic,azo,Br,carbonyl,carboxyl,Cl,C_aromatic,ester,ether_ester,F,halide,heterocyclic,H_bond_acceptor,H_bond_donor,I,ketone,nitrile,nitro,N_aromatic,O_aromatic,P,ring,S,sulfonamide,S_aromatic,thioamide,thiol,unfused_benzene
HDZGCSFEDULWCS-UHFFFAOYSA-N,methylhydrazine,N(N)C,NA,1.34,O,NA,46.0718,-52.2222,2.24E-02,1.57E-02,-0.006668224,0.070162,0.062839,-0.007323,0.6759,0.7472,81.726,-0.31524,0.41563,0.09636,0.34016,9,198.6800232,0,-0.359005,-0.458535,0.22549,-0.780755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEZNVIYQEUHLNI-UHFFFAOYSA-N,[2-(ethylsulfanylmethyl)phenyl] N-methylcarbamate,S(CC)Cc1c(OC(=O)NC)cccc1,NA,-2.09,K,NA,225.305,33.4,-0.109734707,-0.126471936,-0.016737229,0.064014,0.046733,-0.017281,3.7814,4.9718,288.406,-0.31399,0.31754,-0.00173,0.33891,30,472.6766663,-1.063895,-0.993276,-0.591079,0.710977,-1.660796,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
HFBWPRKWDIRYNX-UHFFFAOYSA-N,"6-chloro-2-N,2-N,4-N-triethyl-1,3,5-triazine-2,4-diamine",Clc1nc(N(CC)CC)nc(NCC)n1,NA,-4.06,I,NA,229.7119,101,3.49E-02,1.95E-02,-0.015471757,0.221963,0.206232,-0.015731,4.6619,6.3647,276.251,-0.33525,0.31874,-0.00053,0.36017,31,476.2667542,0,-0.146447,-0.672723,0.534293,-2.583952,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
HHMCAJWVGYGUEF-UHFFFAOYSA-N,2-nitro-1-(4-nitrophenoxy)-4-(trifluoromethyl)benzene,FC(F)(F)c1cc([N+](=O)[O-])c(Oc2ccc([N+](=O)[O-])cc2)cc1,NA,-5.22,H,NA,328.2039,94,-0.238709868,-0.258209332,-0.019499464,-0.106058,-0.126692,-0.020634,2.9428,4.1493,195.71,-0.38958,0.24065,-0.07862,0.4145,30,504.5221863,-2.345934,-0.220301,-0.518976,0.901128,-1.148611,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
HHOSMYBYIHNXNO-UHFFFAOYSA-N,"2,2,5-trimethylhexane",C(CCC(C)C)(C)(C)C,NA,-5.05,H,NA,128.257,-105.85,-8.55E-02,-8.67E-02,-0.001248251,0.123624,0.121837,-0.001787,0.0817,0.1013,242.543,-0.39413,0.47055,0.15128,0.41905,29,367.4078064,0,-2.953722,-0.542883,0.275282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HJUFTIJOISQSKQ-UHFFFAOYSA-N,ethyl N-[2-(4-phenoxyphenoxy)ethyl]carbamate,O=C(OCC)NCCOc1ccc(Oc2ccccc2)cc1,NA,-4.69948,I,NA,301.3414,53.25,-0.193929295,-0.208458253,-0.014528958,0.055973,0.039171,-0.016802,0.8267,1.3456,397.653,-0.32329,0.31009,-0.00918,0.34821,41,600.3213501,-1.918903,-0.957662,-0.61476,0.712598,-2.383427,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HKMTVMBEALTRRR-UHFFFAOYSA-N,11H-benzo[a]fluorene,c12c(ccc3c4c(cccc4)Cc13)cccc2,NA,-6.679999,G,NA,216.2818,188.5,0.104477471,9.86E-02,-0.005896849,0.28796,0.281494,-0.006466,0.6508,0.9908,264.349,-0.31104,0.29725,-0.02202,0.33596,29,426.481842,0,-1.964619,-0.317372,0.182712,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HKOOXMFOFWEVGF-UHFFFAOYSA-N,phenylhydrazine,N(N)c1ccccc1,NA,0.07,N,NA,108.1426,19.5,6.70E-02,5.83E-02,-0.008706389,0.159726,0.150503,-0.009223,1.4178,2.1394,141.112,-0.3168,0.32636,0.00709,0.34172,16,286.6162109,0,-0.774897,-0.411749,0.265207,-0.741248,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HKPHPIREJKHECO-UHFFFAOYSA-N,"N-(butoxymethyl)-2-chloro-N-(2,6-diethylphenyl)acetamide",ClCC(=O)N(COCCCC)c1c(CC)cccc1CC,NA,-4.1915,I,NA,311.8509,-2.8,-0.17222408,-0.187369372,-0.015145293,0.142633,0.127299,-0.015334,3.5037,4.9816,410.2,-0.33877,0.31457,-0.0047,0.36369,47,548.4615479,-1.095199,-2.42047,-0.603429,0.627391,-1.606654,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HLQDGCWIOSOMDP-UHFFFAOYSA-N,"1,2,3,4-tetrachloro-5-phenylbenzene",Clc1c(Cl)c(Cl)cc(c1Cl)c1ccccc1,NA,-7.160001,F,NA,291.9914,91,3.35E-02,2.82E-02,-0.005322487,0.126005,0.12009,-0.005915,2.7964,3.5598,194.33,-0.34827,0.281,-0.03827,0.37319,22,438.8948364,0,-0.915799,-0.169796,0.197072,-0.083494,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HLZKNKRTKFSKGZ-UHFFFAOYSA-N,tetradecan-1-ol,OCCCCCCCCCCCCCC,NA,-6.105868,G,NA,214.3904,38.75,-0.182756451,-0.189701716,-0.006945265,0.146499,0.141209,-0.00529,1.8841,2.2672,355.049,-0.38236,0.41612,0.09685,0.40728,45,579.7429199,-0.602922,-3.643412,-0.602922,0.324456,-0.602922,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMIBKHHNXANVHR-UHFFFAOYSA-N,"S-(4-phenoxybutyl) N,N-dimethylcarbamothioate",S(C(=O)N(C)C)CCCCOc1ccccc1,NA,-3.93,J,NA,253.3586,40.5,-0.117009833,-0.132010139,-0.015000306,0.105023,0.089983,-0.01504,4.4284,3.8966,319.651,-0.31898,0.31438,-0.00489,0.3439,36,530.677002,-1.046002,-1.55783,-0.60614,0.534733,-1.546349,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
HMSWAIKSFDFLKN-UHFFFAOYSA-N,hexacosane,C(CCCCCCCCCCCCC)CCCCCCCCCCCC,NA,-8.330032,E,NA,366.7126,56.5,-0.216154168,-0.219701509,-0.003547341,0.401177,0.3942,-0.006977,0,0,661.346,-0.39087,0.46199,0.14272,0.41579,80,951.0408325,0,-7.263586,-0.470324,0.14901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNDVDQJCIGZPNO-YFKPBYRVSA-N,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,O=C(O)[C@@H](N)Cc1[nH]cnc1,NA,-0.56543,M,NA,155.156,282,-8.84E-02,-0.117588521,-0.029215958,0.020083,-0.010502,-0.030585,7.6351,11.7267,154.514,-0.35027,0.32924,0.00997,0.37519,20,327.2693481,-1.082373,0.085177,-0.547363,0.650583,-2.204197,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
HNJBEVLQSNELDL-UHFFFAOYSA-N,pyrrolidin-2-one,O=C1NCCC1,NA,1.07,O,NA,85.1054,24,-8.14E-02,-9.31E-02,-0.011721765,-0.00957,-0.021828,-0.012258,4.6112,6.1198,102.845,-0.36061,0.36676,0.04749,0.38553,13,249.5391541,-0.662364,-0.13638,-0.662364,0.618559,-1.140852,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HOQADATXFBOEGG-UHFFFAOYSA-N,propan-2-yl 2-[ethoxy-(propan-2-ylamino)phosphinothioyl]oxybenzoate,S=P(OCC)(Oc1c(C(=O)OC(C)C)cccc1)NC(C)C,NA,-4.19,I,NA,345.3927,-12,-0.406127464,-0.422412934,-0.016285471,-0.12323,-0.140778,-0.017548,4.4673,6.7336,465.995,-0.34103,0.29797,-0.0213,0.36595,46,578.4296875,-2.289513,-1.907406,-0.859863,1.585114,-2.280105,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
HORNXRXVQWOLPJ-UHFFFAOYSA-N,3-chlorophenol,Clc1cc(O)ccc1,NA,-0.7,M,NA,128.5579,32.5,-5.01E-02,-5.57E-02,-0.005539826,0.006156,-0.000092,-0.006248,0.7699,0.9885,120.027,-0.34519,0.30848,-0.01079,0.37011,13,282.9152527,-0.484511,-0.490536,-0.484511,0.380342,-0.601025,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HPQURZRDYMUHJI-UHFFFAOYSA-N,pentylcyclopentane,C(CCC1CCCC1)CC,NA,-6.08,G,NA,140.268,-83,-7.37E-02,-7.54E-02,-0.00172018,0.146182,0.143998,-0.002184,0.1202,0.1285,226.953,-0.40043,0.45991,0.14064,0.42535,30,396.8287354,0,-2.66651,-0.470673,0.149155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HPXRVTGHNJAIIH-UHFFFAOYSA-N,cyclohexanol,OC1CCCCC1,NA,-0.44,M,NA,100.1602,23.25,-0.116121824,-0.121350654,-0.00522883,0.012753,0.006728,-0.006025,2.2294,2.6555,159.355,-0.375,0.43054,0.11127,0.39992,19,279.9444885,-0.618957,-1.223234,-0.618957,0.327308,-0.618957,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HPYNZHMRTTWQTB-UHFFFAOYSA-N,"2,3-dimethylpyridine",Cc1c(C)cccn1,NA,0.38,N,NA,107.1548,-17,2.41E-02,1.73E-02,-0.006824096,0.123968,0.116592,-0.007376,2.4832,3.2798,144.99,-0.34581,0.32388,0.00461,0.37073,17,291.710083,0,-1.15505,-0.498982,0.206664,-0.400316,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
HRBKVYFZANMGRE-UHFFFAOYSA-N,"dimethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-$l^{5}-phosphane",Clc1c(Cl)cc(Cl)c(OP(=S)(OC)OC)n1,NA,-4.82,I,NA,322.53,46,-0.297714473,-0.311061179,-0.013346706,-0.214578,-0.229428,-0.01485,1.8252,3.6654,213.093,-0.3496,0.27135,-0.04792,0.37452,23,450.3338623,-1.615827,0.0204,-0.820739,1.658534,-1.187107,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
HSFWRNGVRCDJHI-UHFFFAOYSA-N,acetylene,C#C,NA,0.29,N,NA,26.0378,-80.8,9.06E-02,8.97E-02,-0.0008785,0.097832,0.096786,-0.001046,0,0,32.125,-0.4258,0.37934,0.06007,0.45072,4,152.8715973,0,-0.398914,-0.199457,0.199457,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUPFGZXOMWLGNK-UHFFFAOYSA-N,"5-(2,4-difluorophenyl)-2-hydroxybenzoic acid",Fc1c(c2cc(C(=O)O)c(O)cc2)ccc(F)c1,NA,-4.114,I,NA,250.2012,210.25,-0.284805737,-0.297470546,-0.012664809,-0.15902,-0.172334,-0.013314,4.0148,5.2186,179.856,-0.35587,0.27662,-0.04265,0.38079,26,430.6587524,-1.56848,0.036768,-0.583076,0.718179,-1.877706,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HUTDUHSNJYTCAR-UHFFFAOYSA-N,cyclopropyl-(4-methoxyphenyl)-pyrimidin-5-ylmethanol,O(C)c1ccc(C(O)(c2cncnc2)C2CC2)cc1,NA,-2.6,K,NA,256.3036,110.5,-3.16E-03,-1.77E-02,-0.014533693,0.210943,0.195654,-0.015289,5.5537,6.6284,276.295,-0.33663,0.3007,-0.01857,0.36155,35,481.1494751,-0.999861,-1.071276,-0.602672,0.417923,-1.818456,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
HWHLPVGTWGOCJO-UHFFFAOYSA-N,1-cyclohexyl-1-phenyl-3-piperidin-1-ylpropan-1-ol,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,NA,-1.815,L,NA,301.471,114.5,-9.84E-02,-0.107686652,-0.009289367,0.293252,0.283566,-0.009686,2.6075,3.6421,405.769,-0.31867,0.33067,0.0114,0.34359,53,560.5357666,-0.621208,-3.535635,-0.621208,0.339617,-0.976444,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
HWWYDZCSSYKIAD-UHFFFAOYSA-N,"3,5-dimethylpyridine",Cc1cc(C)cnc1,NA,0.38,N,NA,107.1548,-9,2.36E-02,1.67E-02,-0.006885036,0.120644,0.111913,-0.008731,3.0145,3.8242,161.47,-0.34606,0.32362,0.00435,0.37098,17,295.9997864,0,-1.286085,-0.501262,0.178332,-0.304408,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
HYBBIBNJHNGZAN-UHFFFAOYSA-N,furan-2-carbaldehyde,O=Cc1occc1,NA,-0.1,M,NA,96.0854,-36.83335,-5.21E-02,-5.88E-02,-0.006691123,-0.008089,-0.015298,-0.007209,3.1875,4.3383,90.98,-0.36751,0.28916,-0.03011,0.39243,11,252.1299438,-0.733243,0.035238,-0.516509,0.433485,-0.733243,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
HYIMSNHJOBLJNT-UHFFFAOYSA-N,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",O=[N+]([O-])c1c(C2C(=C(C)NC(=C2C(=O)OC)C)C(=O)OC)cccc1,NA,-4.63622,I,NA,346.339,174,-0.235777129,-0.263577026,-0.027799897,0.014962,-0.016322,-0.031284,6.4735,12.0769,314.101,-0.33667,0.28563,-0.03364,0.36159,43,555.6699829,-3.130683,-0.71767,-0.6094,0.861161,-2.660284,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
HYJSGOXICXYZGS-UHFFFAOYSA-N,"2-(4-chloro-2-oxo-1,3-benzothiazol-3-yl)acetic acid",Clc1c2n(CC(=O)O)c(=O)sc2ccc1,NA,-2.61,K,NA,243.6643,193,-0.162890329,-0.178463945,-0.015573617,-0.074453,-0.090683,-0.01623,6.0033,8.0507,137.299,-0.35442,0.27421,-0.04506,0.37934,21,379.1210632,-1.532269,0.551368,-0.52878,0.671103,-1.907093,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
HYWYRSMBCFDLJT-UHFFFAOYSA-N,N-(4-nitro-2-phenoxyphenyl)methanesulfonamide,S(=O)(=O)(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)C,NA,-4.489,I,NA,308.3082,143.375,-0.1168694,-0.146797379,-0.029927978,0.05454,0.023654,-0.030886,6.307,11.2224,238.579,-0.34474,0.26871,-0.05056,0.36966,33,522.3505249,-3.377935,-1.920457,-0.999218,2.646992,-0.634565,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1
IAIWVQXQOWNYOU-UHFFFAOYSA-N,[(5-nitrofuran-2-yl)methylideneamino]urea,O=[N+]([O-])c1oc(C=NNC(=O)N)cc1,NA,-2.92,K,NA,198.1378,240,-2.29E-02,-4.16E-02,-0.018649738,0.061213,0.04101,-0.020203,4.894,6.4668,143.793,-0.35854,0.25499,-0.06428,0.38346,20,390.9050598,-1.809706,0.328998,-0.615873,0.889293,-1.856856,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
IAKOZHOLGAGEJT-UHFFFAOYSA-N,"1-methoxy-4-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene",ClC(Cl)(Cl)C(c1ccc(OC)cc1)c1ccc(OC)cc1,NA,-6.589107,G,NA,345.6523,87,-9.42E-02,-0.107032119,-0.012879383,0.108133,0.094204,-0.013929,1.9715,2.2828,279.057,-0.32398,0.30613,-0.01314,0.3489,36,544.0800171,-0.795716,-1.392784,-0.39927,0.340606,-1.105445,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
IDOWTHOLJBTAFI-UHFFFAOYSA-N,[3-(methoxycarbonylamino)phenyl] N-(3-methylphenyl)carbamate,O=C(OC)Nc1cc(OC(=O)Nc2cc(C)ccc2)ccc1,NA,-4.789885,I,NA,300.3134,142.5,-0.208642551,-0.224234215,-0.015591664,0.009637,-0.00304,-0.012677,3.2327,4.5893,292.523,-0.33348,0.30833,-0.01094,0.3584,38,556.0026855,-2.044362,-0.166953,-0.600494,0.734065,-2.977685,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
IFEKQNAXDMZERW-UHFFFAOYSA-N,2-amino-3-(2H-indazol-3-yl)propanoic acid,O=C(O)C(N)Cc1n[nH]c2c1cccc2,NA,-1.407,L,NA,205.2158,240,-5.11E-02,-6.96E-02,-0.018532372,0.097263,0.077922,-0.019341,5.4972,7.0562,207.886,-0.3384,0.29394,-0.02533,0.36332,26,402.665802,-1.091642,-0.353985,-0.549125,0.606679,-2.038782,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
IFLREYGFSNHWGE-UHFFFAOYSA-N,tetracene,c12c(cc3c(c1)cccc3)cc1c(c2)cccc1,NA,-8.59998,E,NA,228.2928,350,0.129412842,0.123361237,-0.006051604,0.318103,0.311389,-0.006714,0,0,252.31,-0.2954,0.27074,-0.04853,0.32032,30,441.1915283,0,-1.957325,-0.200332,0.16954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IIZIPXWXNPFUOU-UHFFFAOYSA-N,[2-[ethyl(2-hydroxyethyl)amino]-2-oxoethyl] benzoate,O=C(N(CCO)CC)COC(=O)c1ccccc1,NA,-1.367,L,NA,251.2816,79,-0.245722567,-0.264234441,-0.018511874,-0.031922,-0.053343,-0.021421,4.2515,6.4336,249.788,-0.35596,0.29209,-0.02718,0.38088,35,477.2663574,-2.243942,-0.397748,-0.641171,0.657159,-2.608947,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
IJFPVINAQGWBRJ-UHFFFAOYSA-N,"bis(6-methylheptyl) benzene-1,2-dicarboxylate",O=C(OCCCCCC(C)C)c1c(C(=O)OCCCCCC(C)C)cccc1,NA,-6.639999,G,NA,390.5618,-4,-0.34554138,-0.360178757,-0.014637377,0.118656,0.102652,-0.016004,3.4024,5.1951,530.099,-0.38061,0.28646,-0.03281,0.40553,66,701.5231323,-2.034833,-3.599566,-0.559018,0.656861,-2.034833,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
IKECULIHBUCAKR-UHFFFAOYSA-N,"2,3-dimethylbutan-2-ol",OC(C(C)C)(C)C,NA,-0.41,M,NA,102.176,-14,-0.131553773,-0.137252562,-0.005698789,0.006616,0.000308,-0.006308,1.94,2.4814,173.392,-0.37473,0.42744,0.10817,0.39965,21,292.2418823,-0.641848,-1.756589,-0.641848,0.431918,-0.641848,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IKZBNCORGKYEDZ-UHFFFAOYSA-N,"7-(3-aminoazetidin-1-yl)-1-cyclopropyl-6,8-difluoro-4-oxoquinoline-3-carboxylic acid",Fc1c(N2CC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,NA,-5.269,H,NA,335.3096,235.75,-0.219529099,-0.246409928,-0.026880829,0.005807,-0.022972,-0.028779,11.1009,15.8602,333.832,-0.33819,0.2745,-0.04477,0.36311,39,532.4685669,-1.822849,0.049141,-0.635339,0.761422,-3.028704,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,[4-(dimethylamino)-3-methylphenyl] N-methylcarbamate,O=C(Oc1cc(C)c(N(C)C)cc1)NC,NA,-2.36,K,NA,208.2596,93.5,-0.104254415,-0.118222721,-0.013968305,0.084363,0.069776,-0.014587,3.3494,3.763,260.204,-0.31585,0.32815,0.00888,0.34077,31,448.9168701,-1.06165,-1.040755,-0.605734,0.709002,-1.755533,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
IMMLSOUHQHJKTL-UHFFFAOYSA-N,"methyl 2-[[2-[2-[7-[(2,7-dichlorocyclohepta-1,4,6-trien-1-yl)amino]cyclohepta-1,3,5-trien-1-yl]acetyl]oxyacetyl]amino]propanoate",ClC1=CC=CCC(=C1NC1C(=CC=CC=C1)CC(=O)OCC(=O)NC(C(=O)OC)C)Cl,NA,-1.45272,L,NA,467.348,481,-0.257494559,-0.28257721,-0.025082651,0.075851,0.052168,-0.023683,2.8952,4.9067,476.132,-0.32031,0.30084,-0.01843,0.34523,55,623.1038818,-2.610039,-0.714724,-0.606629,0.706061,-3.742849,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IMNFDUFMRHMDMM-UHFFFAOYSA-N,heptane,C(CCC)CCC,NA,-4.53,I,NA,100.2034,-91,-6.52E-02,-6.63E-02,-0.001101129,0.097696,0.095615,-0.002081,0.0674,0.0635,181.607,-0.4039,0.46787,0.1486,0.42882,23,340.7078552,0,-2.197732,-0.470352,0.148978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMONTRJLAWHYGT-UHFFFAOYSA-N,"(17-ethynyl-13-methyl-3-oxo-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl) acetate",O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C,NA,-4.79,I,NA,340.4614,161.5,-0.168116243,-0.186575176,-0.018458933,0.203766,0.183299,-0.020467,5.3994,7.0324,349.893,-0.35899,0.32065,0.00138,0.38391,53,576.5764771,-1.711899,-2.890321,-0.621397,0.716878,-1.711899,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
IMPKVMRTXBRHRB-UHFFFAOYSA-N,"cyclohexane-1,2,3,4,5-pentol",OC1C(O)C(O)CC(O)C1O,NA,-0.17,M,NA,164.1578,236,-0.382900603,-0.399022852,-0.016122248,-0.251611,-0.270004,-0.018393,3.3769,4.7599,162.793,-0.39258,0.36464,0.04537,0.4175,23,321.2199707,-2.868689,-0.01117,-0.582317,0.35185,-2.868689,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IMWQMZMZPWIQBE-UHFFFAOYSA-N,[1-(carbamoylhydrazinylidene)propan-2-ylideneamino]urea,O=C(NN=C(C=NNC(=O)N)C)N,NA,-1.948,L,NA,186.173,255,-5.41E-02,-7.75E-02,-0.023376391,0.061915,0.036239,-0.025676,2.7089,5.8552,173.883,-0.33026,0.29857,-0.0207,0.35518,23,406.8794861,-1.270385,0.865208,-0.646691,0.697857,-3.425984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INWLQCZOYSRPNW-UHFFFAOYSA-N,"N-(2,6-dimethylphenyl)-1-methylpiperidine-2-carboxamide",O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,NA,-1.55,L,NA,246.3516,150.25,-6.92E-02,-8.49E-02,-0.015757844,0.206178,0.189568,-0.01661,2.5469,3.9814,293.888,-0.31539,0.32905,0.00978,0.34031,40,476.9368286,-0.627128,-2.176294,-0.627128,0.564361,-1.399775,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
